jeu_200_25_8.txt_5_currentSA	jeu_200_25_8.txt_5_bestSA	jeu_200_25_8.txt_5_currentTS	jeu_200_25_8.txt_5_bestTS	jeu_200_25_8.txt_5_currentGrasp	jeu_200_25_8.txt_5_bestGrasp	jeu_200_25_8.txt_5_currentIG	jeu_200_25_8.txt_5_bestIG	
64907	56268	56945	52167	52711	69096	69747	71650	71650	
64908	56268	56945	52167	52711	69096	69747	71650	71650	
64909	56268	56945	52167	52711	69096	69747	71650	71650	
64910	56268	56945	52167	52711	69096	69747	71650	71650	
64911	56268	56945	52167	52711	69096	69747	71650	71650	
64912	56268	56945	52167	52711	69096	69747	71650	71650	
64913	56268	56945	52167	52711	69096	69747	71650	71650	
64914	56268	56945	52167	52711	69096	69747	71650	71650	
64915	56268	56945	52167	52711	69096	69747	71650	71650	
64916	56268	56945	52167	52711	69096	69747	71650	71650	
64917	56268	56945	52167	52711	69096	69747	71650	71650	
64918	56268	56945	52167	52711	69096	69747	71650	71650	
64919	56268	56945	52167	52711	69096	69747	71650	71650	
64920	56268	56945	52167	52711	69096	69747	71650	71650	
64921	56268	56945	52167	52711	69096	69747	71650	71650	
64922	56268	56945	52167	52711	69096	69747	71650	71650	
64923	56268	56945	52167	52711	69096	69747	71650	71650	
64924	56268	56945	52167	52711	69096	69747	71650	71650	
64925	56268	56945	52167	52711	69096	69747	71650	71650	
64926	56268	56945	52167	52711	69096	69747	71650	71650	
64927	56268	56945	52167	52711	69096	69747	71650	71650	
64928	56268	56945	52167	52711	69096	69747	71650	71650	
64929	56268	56945	52167	52711	69096	69747	71650	71650	
64930	56268	56945	52167	52711	69096	69747	71650	71650	
64931	56268	56945	52167	52711	69096	69747	71650	71650	
64932	56473	56945	52167	52711	69096	69747	71650	71650	
64933	56473	56945	52167	52711	69096	69747	71650	71650	
64934	56473	56945	52167	52711	69096	69747	71650	71650	
64935	56473	56945	52167	52711	69096	69747	71650	71650	
64936	56473	56945	52167	52711	69096	69747	71650	71650	
64937	56473	56945	52167	52711	69096	69747	71650	71650	
64938	56473	56945	52167	52711	69096	69747	71650	71650	
64939	56473	56945	52167	52711	69096	69747	71650	71650	
64940	56473	56945	52167	52711	69096	69747	71650	71650	
64941	56473	56945	52167	52711	69096	69747	71650	71650	
64942	56473	56945	52167	52711	69096	69747	71650	71650	
64943	56473	56945	52167	52711	69096	69747	71650	71650	
64944	56473	56945	52167	52711	69096	69747	71650	71650	
64945	56473	56945	52167	52711	69096	69747	71650	71650	
64946	56473	56945	52167	52711	69096	69747	71650	71650	
64947	56473	56945	52167	52711	69096	69747	71650	71650	
64948	56473	56945	52167	52711	69096	69747	71650	71650	
64949	56473	56945	52167	52711	69096	69747	71650	71650	
64950	56473	56945	52167	52711	69096	69747	71650	71650	
64951	56473	56945	52167	52711	69096	69747	71650	71650	
64952	56473	56945	52167	52711	69096	69747	71650	71650	
64953	56473	56945	52167	52711	69096	69747	71650	71650	
64954	56473	56945	52167	52711	69096	69747	71650	71650	
64955	56473	56945	52167	52711	69096	69747	71650	71650	
64956	56473	56945	52167	52711	69096	69747	71650	71650	
64957	56473	56945	52167	52711	69096	69747	71650	71650	
64958	56473	56945	52167	52711	69096	69747	71650	71650	
64959	56473	56945	52167	52711	69096	69747	71650	71650	
64960	56473	56945	52167	52711	69096	69747	71650	71650	
64961	56473	56945	52167	52711	69096	69747	71650	71650	
64962	56473	56945	52167	52711	69096	69747	71650	71650	
64963	56473	56945	52167	52711	69096	69747	71650	71650	
64964	56473	56945	52167	52711	69096	69747	71650	71650	
64965	56473	56945	52167	52711	69096	69747	71650	71650	
64966	56473	56945	52167	52711	69096	69747	71650	71650	
64967	56473	56945	52167	52711	69096	69747	71650	71650	
64968	56473	56945	52167	52711	69096	69747	71650	71650	
64969	56473	56945	52167	52711	69096	69747	71650	71650	
64970	56473	56945	52167	52711	69096	69747	71650	71650	
64971	56473	56945	52167	52711	69096	69747	71650	71650	
64972	56473	56945	52167	52711	69096	69747	71650	71650	
64973	56473	56945	52167	52711	69096	69747	71650	71650	
64974	56473	56945	52167	52711	69096	69747	71650	71650	
64975	56473	56945	52167	52711	69096	69747	71650	71650	
64976	56473	56945	52167	52711	69096	69747	71650	71650	
64977	56473	56945	52167	52711	69096	69747	71650	71650	
64978	56473	56945	52167	52711	69096	69747	71650	71650	
64979	56473	56945	52167	52711	69096	69747	71650	71650	
64980	56473	56945	52167	52711	69096	69747	71650	71650	
64981	56473	56945	52167	52711	69096	69747	71650	71650	
64982	56473	56945	52167	52711	69096	69747	71650	71650	
64983	56473	56945	52167	52711	69096	69747	71650	71650	
64984	56473	56945	52167	52711	69096	69747	71650	71650	
64985	56473	56945	52167	52711	69096	69747	71650	71650	
64986	56473	56945	52167	52711	69096	69747	71650	71650	
64987	56473	56945	52167	52711	69096	69747	71650	71650	
64988	56473	56945	52167	52711	69096	69747	71650	71650	
64989	56473	56945	52167	52711	69096	69747	71650	71650	
64990	56473	56945	52167	52711	69096	69747	71650	71650	
64991	56473	56945	52167	52711	69096	69747	71650	71650	
64992	56473	56945	52167	52711	69096	69747	71650	71650	
64993	56473	56945	52167	52711	69096	69747	71650	71650	
64994	56473	56945	52167	52711	69096	69747	71650	71650	
64995	56473	56945	52167	52711	69096	69747	71650	71650	
64996	56473	56945	52167	52711	69096	69747	71650	71650	
64997	56473	56945	52167	52711	69096	69747	71650	71650	
64998	56473	56945	52167	52711	69096	69747	71650	71650	
64999	56473	56945	52167	52711	69096	69747	71650	71650	
65000	56473	56945	52167	52711	69096	69747	71650	71650	
65001	56473	56945	52167	52711	69096	69747	71650	71650	
65002	56473	56945	52167	52711	69096	69747	71650	71650	
65003	56473	56945	52167	52711	69096	69747	71650	71650	
65004	56473	56945	52167	52711	69096	69747	71650	71650	
65005	56473	56945	52167	52711	69096	69747	71650	71650	
65006	56473	56945	52167	52711	69096	69747	71650	71650	
65007	56536	56945	52167	52711	69096	69747	71650	71650	
65008	56536	56945	52167	52711	69096	69747	71650	71650	
65009	56536	56945	52167	52711	69096	69747	71650	71650	
65010	56536	56945	52167	52711	69096	69747	71650	71650	
65011	56536	56945	52167	52711	69096	69747	71650	71650	
65012	56536	56945	52167	52711	69096	69747	71650	71650	
65013	56536	56945	52167	52711	69096	69747	71650	71650	
65014	56536	56945	52167	52711	69096	69747	71650	71650	
65015	56536	56945	52167	52711	69096	69747	71650	71650	
65016	56536	56945	52167	52711	69096	69747	71650	71650	
65017	56536	56945	52167	52711	69096	69747	71650	71650	
65018	56536	56945	52167	52711	69096	69747	71650	71650	
65019	56536	56945	52167	52711	69096	69747	71650	71650	
65020	56536	56945	52167	52711	69096	69747	71650	71650	
65021	56536	56945	52167	52711	69096	69747	71650	71650	
65022	56536	56945	52167	52711	69096	69747	71650	71650	
65023	56536	56945	52167	52711	69096	69747	71650	71650	
65024	56536	56945	52167	52711	69096	69747	71650	71650	
65025	56536	56945	52167	52711	69096	69747	71650	71650	
65026	56536	56945	52167	52711	69096	69747	71650	71650	
65027	56536	56945	52167	52711	69096	69747	71650	71650	
65028	56536	56945	52167	52711	69096	69747	71650	71650	
65029	56536	56945	52167	52711	69096	69747	71650	71650	
65030	56536	56945	52167	52711	69096	69747	71650	71650	
65031	56536	56945	52167	52711	69096	69747	71650	71650	
65032	56536	56945	52167	52711	69096	69747	71650	71650	
65033	56536	56945	52167	52711	69096	69747	71650	71650	
65034	56536	56945	52167	52711	69096	69747	71650	71650	
65035	56536	56945	52167	52711	69096	69747	71650	71650	
65036	56536	56945	52167	52711	69096	69747	71650	71650	
65037	56536	56945	52167	52711	69096	69747	71650	71650	
65038	56536	56945	52167	52711	69096	69747	71650	71650	
65039	56752	56945	52167	52711	69096	69747	71650	71650	
65040	56752	56945	52167	52711	69096	69747	71650	71650	
65041	56752	56945	52167	52711	69096	69747	71650	71650	
65042	56752	56945	52167	52711	69096	69747	71650	71650	
65043	56752	56945	52167	52711	69096	69747	71650	71650	
65044	56752	56945	52167	52711	69096	69747	71650	71650	
65045	56752	56945	52167	52711	69096	69747	71650	71650	
65046	56752	56945	52167	52711	69096	69747	71650	71650	
65047	56752	56945	52167	52711	69096	69747	71650	71650	
65048	56752	56945	52167	52711	69096	69747	71650	71650	
65049	56752	56945	52167	52711	69096	69747	71650	71650	
65050	56752	56945	52167	52711	69096	69747	71650	71650	
65051	56752	56945	52167	52711	69096	69747	71650	71650	
65052	56752	56945	52167	52711	69096	69747	71650	71650	
65053	56752	56945	52167	52711	69096	69747	71650	71650	
65054	56752	56945	52167	52711	69096	69747	71650	71650	
65055	56752	56945	52167	52711	69096	69747	71650	71650	
65056	56752	56945	52167	52711	69096	69747	71650	71650	
65057	56752	56945	52167	52711	69096	69747	71650	71650	
65058	56752	56945	52167	52711	69096	69747	71650	71650	
65059	56752	56945	52167	52711	69096	69747	71650	71650	
65060	56752	56945	52167	52711	69096	69747	71650	71650	
65061	56752	56945	52167	52711	69096	69747	71650	71650	
65062	56752	56945	52167	52711	69096	69747	71650	71650	
65063	56752	56945	52167	52711	69096	69747	71650	71650	
65064	56752	56945	52167	52711	69096	69747	71650	71650	
65065	56752	56945	52167	52711	69096	69747	71650	71650	
65066	56752	56945	52167	52711	69096	69747	71650	71650	
65067	57100	57100	52167	52711	69096	69747	71650	71650	
65068	57100	57100	52167	52711	69096	69747	71650	71650	
65069	57100	57100	52167	52711	69096	69747	71650	71650	
65070	57100	57100	52167	52711	69096	69747	71650	71650	
65071	57100	57100	52167	52711	69096	69747	71650	71650	
65072	57100	57100	52167	52711	69096	69747	71650	71650	
65073	57100	57100	52167	52711	69096	69747	71650	71650	
65074	57100	57100	52167	52711	69096	69747	71650	71650	
65075	57100	57100	52167	52711	69096	69747	71650	71650	
65076	57100	57100	52167	52711	69096	69747	71650	71650	
65077	57100	57100	52167	52711	69096	69747	71650	71650	
65078	57100	57100	52167	52711	69096	69747	71650	71650	
65079	57100	57100	52167	52711	69096	69747	71650	71650	
65080	57100	57100	52167	52711	69096	69747	71650	71650	
65081	57100	57100	52167	52711	69096	69747	71650	71650	
65082	57100	57100	52167	52711	69096	69747	71650	71650	
65083	57100	57100	52167	52711	69096	69747	71650	71650	
65084	57100	57100	52167	52711	69096	69747	71650	71650	
65085	57100	57100	52167	52711	69096	69747	71650	71650	
65086	57100	57100	52167	52711	69096	69747	71650	71650	
65087	57100	57100	52167	52711	69096	69747	71650	71650	
65088	57151	57151	52167	52711	69096	69747	71650	71650	
65089	57151	57151	52167	52711	69096	69747	71650	71650	
65090	57151	57151	52167	52711	69096	69747	71650	71650	
65091	57151	57151	52167	52711	69096	69747	71650	71650	
65092	57151	57151	52167	52711	69096	69747	71650	71650	
65093	57151	57151	52167	52711	69096	69747	71650	71650	
65094	57151	57151	52167	52711	69096	69747	71650	71650	
65095	57151	57151	52167	52711	69096	69747	71650	71650	
65096	57151	57151	52167	52711	69096	69747	71650	71650	
65097	57151	57151	52167	52711	69096	69747	71650	71650	
65098	57151	57151	52167	52711	69096	69747	71650	71650	
65099	57151	57151	52167	52711	69096	69747	71650	71650	
65100	57151	57151	52167	52711	69096	69747	71650	71650	
65101	57151	57151	52167	52711	69096	69747	71650	71650	
65102	57363	57363	52167	52711	69096	69747	71650	71650	
65103	57363	57363	52167	52711	69096	69747	71650	71650	
65104	57363	57363	52167	52711	69096	69747	71650	71650	
65105	57363	57363	52167	52711	69096	69747	71650	71650	
65106	57363	57363	52167	52711	69096	69747	71650	71650	
65107	57363	57363	52167	52711	69096	69747	71650	71650	
65108	57363	57363	52167	52711	69096	69747	71650	71650	
65109	57363	57363	52167	52711	69096	69747	71650	71650	
65110	57363	57363	52167	52711	69096	69747	71650	71650	
65111	57363	57363	52167	52711	69096	69747	71650	71650	
65112	57363	57363	52167	52711	69096	69747	71650	71650	
65113	57363	57363	52167	52711	69096	69747	71650	71650	
65114	57363	57363	52167	52711	69096	69747	71650	71650	
65115	57363	57363	52167	52711	69096	69747	71650	71650	
65116	57363	57363	52167	52711	69096	69747	71650	71650	
65117	57363	57363	52167	52711	69096	69747	71650	71650	
65118	57363	57363	52167	52711	69096	69747	71650	71650	
65119	57363	57363	52167	52711	69096	69747	71650	71650	
65120	57363	57363	52167	52711	69096	69747	71650	71650	
65121	57363	57363	52167	52711	69096	69747	71650	71650	
65122	57363	57363	52167	52711	69096	69747	71650	71650	
65123	57363	57363	52167	52711	69096	69747	71650	71650	
65124	57363	57363	52167	52711	69096	69747	71650	71650	
65125	57363	57363	52167	52711	69096	69747	71650	71650	
65126	57363	57363	52167	52711	69096	69747	71650	71650	
65127	57363	57363	52167	52711	69096	69747	71650	71650	
65128	57363	57363	52167	52711	69096	69747	71650	71650	
65129	57274	57363	52167	52711	69096	69747	71650	71650	
65130	57274	57363	52167	52711	69096	69747	71650	71650	
65131	57274	57363	52167	52711	69096	69747	71650	71650	
65132	57274	57363	52167	52711	69096	69747	71650	71650	
65133	57274	57363	52167	52711	69096	69747	71650	71650	
65134	57274	57363	52167	52711	69096	69747	71650	71650	
65135	57274	57363	52167	52711	69096	69747	71650	71650	
65136	57274	57363	52167	52711	69096	69747	71650	71650	
65137	57274	57363	52167	52711	69096	69747	71650	71650	
65138	57274	57363	52167	52711	69096	69747	71650	71650	
65139	57274	57363	52167	52711	69096	69747	71650	71650	
65140	57274	57363	52167	52711	69096	69747	71650	71650	
65141	57274	57363	52167	52711	69096	69747	71650	71650	
65142	56911	57363	52167	52711	69096	69747	71650	71650	
65143	56911	57363	52167	52711	69096	69747	71650	71650	
65144	56911	57363	52167	52711	69096	69747	71650	71650	
65145	56911	57363	52167	52711	69096	69747	71650	71650	
65146	56911	57363	52167	52711	69096	69747	71650	71650	
65147	56911	57363	52167	52711	69096	69747	71650	71650	
65148	56911	57363	52167	52711	69096	69747	71650	71650	
65149	56911	57363	52167	52711	69096	69747	71650	71650	
65150	56911	57363	52167	52711	69096	69747	71650	71650	
65151	56911	57363	52167	52711	69096	69747	71650	71650	
65152	56911	57363	52167	52711	69096	69747	71650	71650	
65153	56911	57363	52167	52711	69096	69747	71650	71650	
65154	56911	57363	52167	52711	69096	69747	71650	71650	
65155	56911	57363	52167	52711	69096	69747	71650	71650	
65156	56911	57363	52167	52711	69096	69747	71650	71650	
65157	56911	57363	52167	52711	69096	69747	71650	71650	
65158	56911	57363	52167	52711	69096	69747	71650	71650	
65159	56911	57363	52167	52711	69096	69747	71650	71650	
65160	56911	57363	52167	52711	69096	69747	71650	71650	
65161	56911	57363	52167	52711	69096	69747	71650	71650	
65162	56957	57363	52167	52711	69096	69747	71650	71650	
65163	56957	57363	52167	52711	69096	69747	71650	71650	
65164	56957	57363	52167	52711	69096	69747	71650	71650	
65165	56957	57363	52167	52711	69096	69747	71650	71650	
65166	56957	57363	52167	52711	69096	69747	71650	71650	
65167	56957	57363	52167	52711	69096	69747	71650	71650	
65168	56957	57363	52167	52711	69096	69747	71650	71650	
65169	56957	57363	52167	52711	69096	69747	71650	71650	
65170	56957	57363	52167	52711	69096	69747	71650	71650	
65171	56957	57363	52167	52711	69096	69747	71650	71650	
65172	56957	57363	52167	52711	69096	69747	71650	71650	
65173	56957	57363	52167	52711	69096	69747	71650	71650	
65174	56957	57363	52167	52711	69096	69747	71650	71650	
65175	56957	57363	52167	52711	69096	69747	71650	71650	
65176	56957	57363	52167	52711	69096	69747	71650	71650	
65177	56957	57363	52167	52711	69096	69747	71650	71650	
65178	56957	57363	52167	52711	69096	69747	71650	71650	
65179	56957	57363	52167	52711	69096	69747	71650	71650	
65180	56957	57363	52167	52711	69096	69747	71650	71650	
65181	56957	57363	52167	52711	69096	69747	71650	71650	
65182	56957	57363	52167	52711	69096	69747	71650	71650	
65183	56957	57363	52167	52711	69096	69747	71650	71650	
65184	56957	57363	52167	52711	69096	69747	71650	71650	
65185	56957	57363	52167	52711	69096	69747	71650	71650	
65186	56957	57363	52167	52711	69096	69747	71650	71650	
65187	56957	57363	52167	52711	69096	69747	71650	71650	
65188	56957	57363	52167	52711	69096	69747	71650	71650	
65189	56957	57363	52167	52711	69096	69747	71650	71650	
65190	56957	57363	52167	52711	69096	69747	71650	71650	
65191	56957	57363	52167	52711	69096	69747	71650	71650	
65192	56957	57363	52167	52711	69096	69747	71650	71650	
65193	56957	57363	52167	52711	69096	69747	71650	71650	
65194	56957	57363	52167	52711	69096	69747	71650	71650	
65195	56957	57363	52167	52711	69096	69747	71650	71650	
65196	56957	57363	52167	52711	69096	69747	71650	71650	
65197	56957	57363	52167	52711	69096	69747	71650	71650	
65198	56957	57363	52167	52711	69096	69747	71650	71650	
65199	56957	57363	52167	52711	69096	69747	71650	71650	
65200	56957	57363	52167	52711	69096	69747	71650	71650	
65201	56957	57363	52167	52711	69096	69747	71650	71650	
65202	56957	57363	52167	52711	69096	69747	71650	71650	
65203	56957	57363	52167	52711	69096	69747	71650	71650	
65204	56957	57363	52167	52711	69096	69747	71650	71650	
65205	56957	57363	52167	52711	69096	69747	71650	71650	
65206	56957	57363	52167	52711	69096	69747	71650	71650	
65207	56957	57363	52167	52711	69096	69747	71650	71650	
65208	56957	57363	52167	52711	69096	69747	71650	71650	
65209	56957	57363	52167	52711	69096	69747	71650	71650	
65210	56957	57363	52167	52711	69096	69747	71650	71650	
65211	56957	57363	52167	52711	69096	69747	71650	71650	
65212	56957	57363	52167	52711	69096	69747	71650	71650	
65213	56957	57363	52167	52711	69096	69747	71650	71650	
65214	56957	57363	52167	52711	69096	69747	71650	71650	
65215	56957	57363	52167	52711	69096	69747	71650	71650	
65216	56957	57363	52167	52711	69096	69747	71650	71650	
65217	56957	57363	52167	52711	69096	69747	71650	71650	
65218	56957	57363	52167	52711	69096	69747	71650	71650	
65219	56957	57363	52167	52711	69096	69747	71650	71650	
65220	56957	57363	52167	52711	69096	69747	71650	71650	
65221	56957	57363	52167	52711	69096	69747	71650	71650	
65222	56957	57363	52167	52711	69096	69747	71650	71650	
65223	56957	57363	52167	52711	69096	69747	71650	71650	
65224	56957	57363	52167	52711	69096	69747	71650	71650	
65225	56957	57363	52167	52711	69096	69747	71650	71650	
65226	56957	57363	52167	52711	69096	69747	71650	71650	
65227	56957	57363	52167	52711	69096	69747	71650	71650	
65228	56957	57363	52167	52711	69096	69747	71650	71650	
65229	56957	57363	52167	52711	69096	69747	71650	71650	
65230	56957	57363	52167	52711	69096	69747	71650	71650	
65231	56957	57363	52167	52711	69096	69747	71650	71650	
65232	56957	57363	52167	52711	69096	69747	71650	71650	
65233	56957	57363	52167	52711	69096	69747	71650	71650	
65234	56957	57363	52167	52711	69096	69747	71650	71650	
65235	56957	57363	52167	52711	69096	69747	71650	71650	
65236	56957	57363	52167	52711	69096	69747	71650	71650	
65237	56957	57363	52167	52711	69096	69747	71650	71650	
65238	56957	57363	52167	52711	69096	69747	71650	71650	
65239	56957	57363	52167	52711	69096	69747	71650	71650	
65240	56957	57363	52167	52711	69096	69747	71650	71650	
65241	56957	57363	52167	52711	69096	69747	71650	71650	
65242	56957	57363	52167	52711	69096	69747	71650	71650	
65243	56957	57363	52167	52711	69096	69747	71650	71650	
65244	56957	57363	52167	52711	69096	69747	71650	71650	
65245	56957	57363	52167	52711	69096	69747	71650	71650	
65246	56957	57363	52167	52711	69096	69747	71650	71650	
65247	56957	57363	52167	52711	69096	69747	71650	71650	
65248	56957	57363	52167	52711	69096	69747	71650	71650	
65249	56957	57363	52167	52711	69096	69747	71650	71650	
65250	56957	57363	52167	52711	69096	69747	71650	71650	
65251	56957	57363	52167	52711	69096	69747	71650	71650	
65252	56957	57363	52167	52711	69096	69747	71650	71650	
65253	56957	57363	52167	52711	69096	69747	71650	71650	
65254	56957	57363	52167	52711	69096	69747	71650	71650	
65255	56957	57363	52167	52711	69096	69747	71650	71650	
65256	56957	57363	52167	52711	69096	69747	71650	71650	
65257	56957	57363	52167	52711	69096	69747	71650	71650	
65258	56957	57363	52167	52711	69096	69747	71650	71650	
65259	56957	57363	52167	52711	69096	69747	71650	71650	
65260	56957	57363	52167	52711	69096	69747	71650	71650	
65261	56957	57363	52167	52711	69096	69747	71650	71650	
65262	56957	57363	52167	52711	69096	69747	71650	71650	
65263	56957	57363	52167	52711	69096	69747	71650	71650	
65264	56957	57363	52167	52711	69096	69747	71650	71650	
65265	56957	57363	52167	52711	69096	69747	71650	71650	
65266	56957	57363	52167	52711	69096	69747	71650	71650	
65267	56957	57363	52167	52711	69096	69747	71650	71650	
65268	56957	57363	52167	52711	69096	69747	71650	71650	
65269	56957	57363	52167	52711	69096	69747	71650	71650	
65270	56957	57363	52167	52711	69096	69747	71650	71650	
65271	56957	57363	52167	52711	69096	69747	71650	71650	
65272	56957	57363	52167	52711	69096	69747	71650	71650	
65273	56957	57363	52167	52711	69096	69747	71650	71650	
65274	56957	57363	52167	52711	69096	69747	71650	71650	
65275	56957	57363	52167	52711	69096	69747	71650	71650	
65276	56957	57363	52167	52711	69096	69747	71650	71650	
65277	56957	57363	52167	52711	69096	69747	71650	71650	
65278	56957	57363	52167	52711	69096	69747	71650	71650	
65279	56957	57363	52167	52711	69096	69747	71650	71650	
65280	56957	57363	52167	52711	69096	69747	71650	71650	
65281	56957	57363	52167	52711	69096	69747	71650	71650	
65282	56957	57363	52167	52711	69096	69747	71650	71650	
65283	56957	57363	52167	52711	69096	69747	71650	71650	
65284	56957	57363	52167	52711	69096	69747	71650	71650	
65285	56957	57363	52167	52711	69096	69747	71650	71650	
65286	56957	57363	52167	52711	69096	69747	71650	71650	
65287	56957	57363	52167	52711	69096	69747	71650	71650	
65288	56957	57363	52167	52711	69096	69747	71650	71650	
65289	56957	57363	52167	52711	69096	69747	71650	71650	
65290	56957	57363	52167	52711	69096	69747	71650	71650	
65291	56957	57363	52167	52711	69096	69747	71650	71650	
65292	56957	57363	52167	52711	69096	69747	71650	71650	
65293	56957	57363	52167	52711	69096	69747	71650	71650	
65294	56957	57363	52167	52711	69096	69747	71650	71650	
65295	56548	57363	52167	52711	69096	69747	71650	71650	
65296	56548	57363	52167	52711	69096	69747	71650	71650	
65297	56548	57363	52167	52711	69096	69747	71650	71650	
65298	56548	57363	52167	52711	69096	69747	71650	71650	
65299	56548	57363	52167	52711	69096	69747	71650	71650	
65300	56548	57363	52167	52711	69096	69747	71650	71650	
65301	56548	57363	52167	52711	69096	69747	71650	71650	
65302	56548	57363	52167	52711	69096	69747	71650	71650	
65303	56548	57363	52167	52711	69096	69747	71650	71650	
65304	56548	57363	52167	52711	69096	69747	71650	71650	
65305	56548	57363	52167	52711	69096	69747	71650	71650	
65306	56548	57363	52167	52711	69096	69747	71650	71650	
65307	56517	57363	52167	52711	69096	69747	71650	71650	
65308	56517	57363	52167	52711	69096	69747	71650	71650	
65309	56517	57363	52167	52711	69096	69747	71650	71650	
65310	56517	57363	52167	52711	69096	69747	71650	71650	
65311	56517	57363	52167	52711	69096	69747	71650	71650	
65312	56517	57363	52167	52711	69096	69747	71650	71650	
65313	56517	57363	52167	52711	69096	69747	71650	71650	
65314	56517	57363	52167	52711	69096	69747	71650	71650	
65315	56517	57363	52167	52711	69096	69747	71650	71650	
65316	56517	57363	52167	52711	69096	69747	71650	71650	
65317	56511	57363	52167	52711	69096	69747	71650	71650	
65318	56511	57363	52167	52711	69096	69747	71650	71650	
65319	56511	57363	52167	52711	69096	69747	71650	71650	
65320	56511	57363	52167	52711	69096	69747	71650	71650	
65321	56511	57363	52167	52711	69096	69747	71650	71650	
65322	56511	57363	52167	52711	69096	69747	71650	71650	
65323	56511	57363	52167	52711	69096	69747	71650	71650	
65324	56165	57363	52167	52711	69096	69747	71650	71650	
65325	56440	57363	52167	52711	69096	69747	71650	71650	
65326	56440	57363	52167	52711	69096	69747	71650	71650	
65327	56440	57363	52167	52711	69096	69747	71650	71650	
65328	56440	57363	52167	52711	69096	69747	71650	71650	
65329	56440	57363	52167	52711	69096	69747	71650	71650	
65330	56440	57363	52167	52711	69096	69747	71650	71650	
65331	56440	57363	52167	52711	69096	69747	71650	71650	
65332	56440	57363	52167	52711	69096	69747	71650	71650	
65333	56440	57363	52167	52711	69096	69747	71650	71650	
65334	56440	57363	52167	52711	69096	69747	71650	71650	
65335	56440	57363	52167	52711	69096	69747	71650	71650	
65336	56440	57363	52167	52711	69096	69747	71650	71650	
65337	56440	57363	52167	52711	69096	69747	71650	71650	
65338	56440	57363	52167	52711	69096	69747	71650	71650	
65339	56440	57363	52167	52711	69096	69747	71650	71650	
65340	56440	57363	52167	52711	69096	69747	71650	71650	
65341	56440	57363	52167	52711	69096	69747	71650	71650	
65342	56440	57363	52167	52711	69096	69747	71650	71650	
65343	56440	57363	52167	52711	69096	69747	71650	71650	
65344	56440	57363	52167	52711	69096	69747	71650	71650	
65345	56440	57363	52167	52711	69096	69747	71650	71650	
65346	56440	57363	52167	52711	69096	69747	71650	71650	
65347	56440	57363	52167	52711	69096	69747	71650	71650	
65348	56440	57363	52167	52711	69096	69747	71650	71650	
65349	56440	57363	52167	52711	69096	69747	71650	71650	
65350	56440	57363	52167	52711	69096	69747	71650	71650	
65351	56440	57363	52167	52711	69096	69747	71650	71650	
65352	56440	57363	52167	52711	69096	69747	71650	71650	
65353	56440	57363	52167	52711	69096	69747	71650	71650	
65354	56440	57363	52167	52711	69096	69747	71650	71650	
65355	56440	57363	52167	52711	69096	69747	71650	71650	
65356	56440	57363	52167	52711	69096	69747	71650	71650	
65357	56440	57363	52167	52711	69096	69747	71650	71650	
65358	56440	57363	52167	52711	69096	69747	71650	71650	
65359	56440	57363	52167	52711	69096	69747	71650	71650	
65360	56440	57363	52167	52711	69096	69747	71650	71650	
65361	56440	57363	52167	52711	69096	69747	71650	71650	
65362	56440	57363	52167	52711	69096	69747	71650	71650	
65363	56440	57363	52167	52711	69096	69747	71650	71650	
65364	56440	57363	52167	52711	69096	69747	71650	71650	
65365	56554	57363	52167	52711	69096	69747	71650	71650	
65366	56554	57363	52167	52711	69096	69747	71650	71650	
65367	56554	57363	52167	52711	69096	69747	71650	71650	
65368	56554	57363	52167	52711	69096	69747	71650	71650	
65369	56554	57363	52167	52711	69096	69747	71650	71650	
65370	56554	57363	52167	52711	69096	69747	71650	71650	
65371	56554	57363	52167	52711	69096	69747	71650	71650	
65372	56554	57363	52167	52711	69096	69747	71650	71650	
65373	56554	57363	52167	52711	69096	69747	71650	71650	
65374	56554	57363	52167	52711	69096	69747	71650	71650	
65375	56554	57363	52167	52711	69096	69747	71650	71650	
65376	56554	57363	52167	52711	69096	69747	71650	71650	
65377	56554	57363	52167	52711	69096	69747	71650	71650	
65378	56554	57363	52167	52711	69096	69747	71650	71650	
65379	56554	57363	52167	52711	69096	69747	71650	71650	
65380	56554	57363	52167	52711	69096	69747	71650	71650	
65381	56554	57363	52167	52711	69096	69747	71650	71650	
65382	56554	57363	52167	52711	69096	69747	71650	71650	
65383	56554	57363	52167	52711	69096	69747	71650	71650	
65384	56554	57363	52167	52711	69096	69747	71650	71650	
65385	56554	57363	52167	52711	69096	69747	71650	71650	
65386	56554	57363	52167	52711	69096	69747	71650	71650	
65387	56554	57363	52167	52711	69096	69747	71650	71650	
65388	56554	57363	52167	52711	69096	69747	71650	71650	
65389	56554	57363	52167	52711	69096	69747	71650	71650	
65390	56554	57363	52167	52711	69096	69747	71650	71650	
65391	56554	57363	52167	52711	69096	69747	71650	71650	
65392	56554	57363	52167	52711	69096	69747	71650	71650	
65393	56103	57363	52167	52711	69096	69747	71650	71650	
65394	56103	57363	52167	52711	69096	69747	71650	71650	
65395	56103	57363	52167	52711	69096	69747	71650	71650	
65396	56103	57363	52167	52711	69096	69747	71650	71650	
65397	56103	57363	52167	52711	69096	69747	71650	71650	
65398	56103	57363	52167	52711	69096	69747	71650	71650	
65399	56103	57363	52167	52711	69096	69747	71650	71650	
65400	56103	57363	52167	52711	69096	69747	71650	71650	
